PDF,RelativePath,Status,TotalPages,PagesCreated,PagesSkipped,PagesFailed,DPI,JPEGQuality,Seconds,Error
HIMMHZSN__Hart - Unknown - Art-to-Choke - The Helms degenerate art show.pdf,HIMMHZSN__Hart - Unknown - Art-to-Choke - The Helms degenerate art show.pdf,Completed,2,2,0,0,200,90,0.88,
HIW2NDDJ__Harris - 2014 - More crazy stories from street art Godfather Ron English.pdf,HIW2NDDJ__Harris - 2014 - More crazy stories from street art Godfather Ron English.pdf,Completed,8,8,0,0,200,90,1.74,
HIX5ERCV___.pdf,HIX5ERCV___.pdf,Completed,4,4,0,0,200,90,2.28,
HJHS9GHP__Enkil - 2011 - Uno de los Nuestros Ron English – Divertidas Reflexiones Pop.pdf,HJHS9GHP__Enkil - 2011 - Uno de los Nuestros Ron English – Divertidas Reflexiones Pop.pdf,Completed,14,14,0,0,200,90,3.26,
HLZ8GS8L___.pdf,HLZ8GS8L___.pdf,Completed,2,2,0,0,200,90,1.38,
HNBYGNI4__Vailati - 2020 - Ron English y esa obra de referencia del Renacimiento que no espreras.pdf,HNBYGNI4__Vailati - 2020 - Ron English y esa obra de referencia del Renacimiento que no espreras.pdf,Completed,2,2,0,0,200,90,0.6,
HQRC57RV__English - 1998 - The Second Coming of Daniel Johnston.pdf,HQRC57RV__English - 1998 - The Second Coming of Daniel Johnston.pdf,Completed,2,2,0,0,200,90,1.95,
HSC363LD__Ftp.icm.edu - 2016 - In Or Out.pdf,HSC363LD__Ftp.icm.edu - 2016 - In Or Out.pdf,Completed,2,2,0,0,200,90,0.34,
"HTFMCB2L__Juxtapoz - 2014 - TRAC2014, Women by Women, and Resonating Images III.pdf","HTFMCB2L__Juxtapoz - 2014 - TRAC2014, Women by Women, and Resonating Images III.pdf",Completed,1,1,0,0,200,90,0.23,
HTGBDUAF__Arsen - 2016 - Ron English Exhibition Opening in Rome Soon at Dorothy Circus Gallery.pdf,HTGBDUAF__Arsen - 2016 - Ron English Exhibition Opening in Rome Soon at Dorothy Circus Gallery.pdf,Completed,4,4,0,0,200,90,0.74,
HTMFLJA3___.pdf,HTMFLJA3___.pdf,Completed,2,2,0,0,200,90,0.67,
HU89C893__Fox - 2016 - Ron English NeoNature @ Corey Helford Gallery(2).pdf,HU89C893__Fox - 2016 - Ron English NeoNature @ Corey Helford Gallery(2).pdf,Completed,1,1,0,0,200,90,0.24,
HVNFDX38__Miller - 2009 - Banksy and friends head to Warrington Museum and Art Gallery for (R) Evolution urban art show.pdf,HVNFDX38__Miller - 2009 - Banksy and friends head to Warrington Museum and Art Gallery for (R) Evolution urban art show.pdf,Completed,6,6,0,0,200,90,1.16,
HVXSTU5N__Lasane - 2013 - Ron English x Clutter Magazine Resin Skull Collaboration.pdf,HVXSTU5N__Lasane - 2013 - Ron English x Clutter Magazine Resin Skull Collaboration.pdf,Completed,1,1,0,0,200,90,0.25,
HVZKWC7V___.pdf,HVZKWC7V___.pdf,Completed,2,2,0,0,200,90,1.14,
HW9ETHNB__Aimful Books - 2021 - The Wynwood Coloring Book 2.pdf,HW9ETHNB__Aimful Books - 2021 - The Wynwood Coloring Book 2.pdf,Completed,2,2,0,0,200,90,0.4,
HWIFTCAC__SlamXHype - 2007 - Ron English in NYC.pdf,HWIFTCAC__SlamXHype - 2007 - Ron English in NYC.pdf,Completed,2,2,0,0,200,90,1.13,
I25IVXYJ__Levy - 2015 - Coverage SURFACE by Søren Solkær Portraits and paintings of and by street artists at Allouche Gallery in New York.pdf,I25IVXYJ__Levy - 2015 - Coverage SURFACE by Søren Solkær Portraits and paintings of and by street artists at Allouche Gallery in New York.pdf,Completed,2,2,0,0,200,90,0.47,
I3APTI8T__Houston Post - 1992 - Pop America.pdf,I3APTI8T__Houston Post - 1992 - Pop America.pdf,Completed,1,1,0,0,200,90,0.23,
"I3IU3U7D__English, Clark - 1996 - Agit-Pop America.pdf","I3IU3U7D__English, Clark - 1996 - Agit-Pop America.pdf",Completed,10,10,0,0,200,90,6.25,
I45KWVZB__Daichendt - 2008 - Ron English(2).pdf,I45KWVZB__Daichendt - 2008 - Ron English(2).pdf,Completed,1,1,0,0,200,90,0.24,
I66XT2HA__juggernut3 - 2010 - Setup Ron English – “Status Factory” @ Opera Gallery.pdf,I66XT2HA__juggernut3 - 2010 - Setup Ron English – “Status Factory” @ Opera Gallery.pdf,Completed,5,5,0,0,200,90,1.28,
I8RGKDMJ__Allouche Gallery - 2021 - Brand loyalty(2).pdf,I8RGKDMJ__Allouche Gallery - 2021 - Brand loyalty(2).pdf,Completed,2,2,0,0,200,90,0.51,
I9D7VTFD__Juxtapoz - 2019 - Recap Murals in the Market Returns to Detroit.pdf,I9D7VTFD__Juxtapoz - 2019 - Recap Murals in the Market Returns to Detroit.pdf,Completed,1,1,0,0,200,90,0.25,
I9DXCG4J___.pdf,I9DXCG4J___.pdf,Completed,2,2,0,0,200,90,0.82,
IBPRZYFF__Cheong - 2015 - Product Grand Scheme x Kid Zoom x Ron English.pdf,IBPRZYFF__Cheong - 2015 - Product Grand Scheme x Kid Zoom x Ron English.pdf,Completed,1,1,0,0,200,90,0.33,
IBXNSBII__ArrestedMotion - 2009 - Openings Ron English – “Nimbus Vapor” @ Opera Gal.pdf,IBXNSBII__ArrestedMotion - 2009 - Openings Ron English – “Nimbus Vapor” @ Opera Gal.pdf,Completed,8,8,0,0,200,90,2.61,
ICJNG8ZE__Gonzalez - 2011 - Openings Ron English – “English 101” @ Post No Bills.pdf,ICJNG8ZE__Gonzalez - 2011 - Openings Ron English – “English 101” @ Post No Bills.pdf,Completed,5,5,0,0,200,90,1.35,
IDCEX24N___.pdf,IDCEX24N___.pdf,Completed,4,4,0,0,200,90,1.57,
"IE6WYI65__Juxtapoz - 2014 - Exclusive Preview, n2 Art Truancy Celebrating 20 Years of Juxtapoz Magazine @ Jonathan LeVine Gallery, NYC.pdf","IE6WYI65__Juxtapoz - 2014 - Exclusive Preview, n2 Art Truancy Celebrating 20 Years of Juxtapoz Magazine @ Jonathan LeVine Gallery, NYC.pdf",Completed,2,2,0,0,200,90,0.57,
IEAQ8MSN___.pdf,IEAQ8MSN___.pdf,Completed,1,1,0,0,200,90,0.83,
IEFWWLIL__Allouche Gallery - 2018 - Ron English Delusionville.pdf,IEFWWLIL__Allouche Gallery - 2018 - Ron English Delusionville.pdf,Completed,38,38,0,0,200,90,8.5,
IFQET6YX__Yoo - 2009 - 19 Awesome Pieces at the Hello Kitty Art Show.pdf,IFQET6YX__Yoo - 2009 - 19 Awesome Pieces at the Hello Kitty Art Show.pdf,Completed,1,1,0,0,200,90,0.23,
IFXZQ2J6__Opera Gallery - The Very Best of Urban Art.pdf,IFXZQ2J6__Opera Gallery - The Very Best of Urban Art.pdf,Completed,4,4,0,0,200,90,11.67,
II9SP4SS__Tokyo Art Fair - 2019 - The count-down is on for Tokyo's most vibrant art event this year.pdf,II9SP4SS__Tokyo Art Fair - 2019 - The count-down is on for Tokyo's most vibrant art event this year.pdf,Completed,3,3,0,0,200,90,0.68,
IL33L3V5__Also Known As - 2019 - Ron english aka the propaganda pop master.pdf,IL33L3V5__Also Known As - 2019 - Ron english aka the propaganda pop master.pdf,Completed,4,4,0,0,200,90,1.04,
ILLQM32P___.pdf,ILLQM32P___.pdf,Completed,7,7,0,0,200,90,5.84,
IMJF9E57__Nastasijevic - 2014 - Pow! Wow! On The Walls! Go!.pdf,IMJF9E57__Nastasijevic - 2014 - Pow! Wow! On The Walls! Go!.pdf,Completed,1,1,0,0,200,90,0.27,
IMJMDTAA___.pdf,IMJMDTAA___.pdf,Completed,2,2,0,0,200,90,0.76,
IN5AD93V__Willfolk - 2008 - A Politic.pdf,IN5AD93V__Willfolk - 2008 - A Politic.pdf,Completed,3,3,0,0,200,90,1.44,
INQES857__Gallery Art Show - 2011 - Texas Gallery Art Show.pdf,INQES857__Gallery Art Show - 2011 - Texas Gallery Art Show.pdf,Completed,1,1,0,0,200,90,0.11,
IQY879YE__Mitchell - 2009 - Ron English Iconoclastic genius.pdf,IQY879YE__Mitchell - 2009 - Ron English Iconoclastic genius.pdf,Completed,2,2,0,0,200,90,0.65,
IRMBUIYW__Heritage Auctions - 2007 - Ron English (b. 1959).pdf,IRMBUIYW__Heritage Auctions - 2007 - Ron English (b. 1959).pdf,Completed,1,1,0,0,200,90,0.23,
IRSLLPYJ__Erica - 2013 - Check out what Ron English has in store for SDCC13.pdf,IRSLLPYJ__Erica - 2013 - Check out what Ron English has in store for SDCC13.pdf,Completed,1,1,0,0,200,90,0.23,
IUBKXIDG__Petrick - 2005 - Who owns Barbie.pdf,IUBKXIDG__Petrick - 2005 - Who owns Barbie.pdf,Completed,2,2,0,0,200,90,0.52,
IV8VZ8ID__Rushmore - 2011 - Ron English gives a glimpse behind the scenes of Exit.pdf,IV8VZ8ID__Rushmore - 2011 - Ron English gives a glimpse behind the scenes of Exit.pdf,Completed,1,1,0,0,200,90,0.24,
IW7FF7JT___.pdf,IW7FF7JT___.pdf,Completed,2,2,0,0,200,90,0.9,
IX8ZFBA6__My Plastic Blog - 2010 - Recap – Ron English ‘Status Factory’.pdf,IX8ZFBA6__My Plastic Blog - 2010 - Recap – Ron English ‘Status Factory’.pdf,Completed,1,1,0,0,200,90,0.16,
IYEHLNB4__The Art Colectors - 2009 - Tonight Ron English at Elms Lesters.pdf,IYEHLNB4__The Art Colectors - 2009 - Tonight Ron English at Elms Lesters.pdf,Completed,1,1,0,0,200,90,0.38,
IYL9FMS6__Corey Helford Gallery - 2013 - POPAGANDASTAN(2).pdf,IYL9FMS6__Corey Helford Gallery - 2013 - POPAGANDASTAN(2).pdf,Completed,1,1,0,0,200,90,0.28,
IYMHFMZF__Braun - 2014 - Highlights July 14 – 20.pdf,IYMHFMZF__Braun - 2014 - Highlights July 14 – 20.pdf,Completed,2,2,0,0,200,90,0.4,
J444CSWS__Armand - 2014 - Throwback Thursday Pow!Wow! Hawaii 2014 Print Series.pdf,J444CSWS__Armand - 2014 - Throwback Thursday Pow!Wow! Hawaii 2014 Print Series.pdf,Completed,2,2,0,0,200,90,0.42,
J4A4N3UB__Juxtapoz - 2015 - NurtureART Inspired by Andy Warhol.pdf,J4A4N3UB__Juxtapoz - 2015 - NurtureART Inspired by Andy Warhol.pdf,Completed,1,1,0,0,200,90,0.2,
J76FBWYK__Street Art News - 2020 - Ron English is selling Face Masks for a Great Cause!.pdf,J76FBWYK__Street Art News - 2020 - Ron English is selling Face Masks for a Great Cause!.pdf,Completed,3,3,0,0,200,90,0.81,
"J7NVD9TT__Art Daily - 2015 - Corey Helford Gallery celebrates grand opening of new downtown L.A. 12,000 sq. ft. space.pdf","J7NVD9TT__Art Daily - 2015 - Corey Helford Gallery celebrates grand opening of new downtown L.A. 12,000 sq. ft. space.pdf",Completed,1,1,0,0,200,90,0.34,
J7RCQ7EQ__Unknown - Unknown - Name that Tunnel.pdf,J7RCQ7EQ__Unknown - Unknown - Name that Tunnel.pdf,Completed,1,1,0,0,200,90,0.37,
J883389K__Armand - 2019 - 30 New Walls Painted in Detroit’s Eastern Market for Murals In The Market Festival 2019.pdf,J883389K__Armand - 2019 - 30 New Walls Painted in Detroit’s Eastern Market for Murals In The Market Festival 2019.pdf,Completed,2,2,0,0,200,90,0.31,
J8R9QLEF___ - Copy.pdf,J8R9QLEF___ - Copy.pdf,Completed,5,5,0,0,200,90,2.89,
J9J5JWQR__Maeland - 2011 - Ron English English 101 Exhibition @ POST NO BILLS.pdf,J9J5JWQR__Maeland - 2011 - Ron English English 101 Exhibition @ POST NO BILLS.pdf,Completed,1,1,0,0,200,90,0.27,
J9ZNT5MR___.pdf,J9ZNT5MR___.pdf,Completed,2,2,0,0,200,90,0.74,
JA2IWGF8___.pdf,JA2IWGF8___.pdf,Completed,5,5,0,0,200,90,2.04,
JCNNK7W3__Seven Seas Contents - 1992 - Show Japan file.pdf,JCNNK7W3__Seven Seas Contents - 1992 - Show Japan file.pdf,Completed,2,2,0,0,200,90,1.47,
JEJFDJ2F__Kaimann - 1999 - Big lofts small city.pdf,JEJFDJ2F__Kaimann - 1999 - Big lofts small city.pdf,Completed,1,1,0,0,200,90,0.15,
JFWRJBR3___.pdf,JFWRJBR3___.pdf,Completed,2,2,0,0,200,90,0.41,
JGEFSGQL___.pdf,JGEFSGQL___.pdf,Completed,9,9,0,0,200,90,4.28,
JGJQR84R__Sleepboy - 2016 - Upcoming Ron English – “Guernica” @ Allouche Gallery.pdf,JGJQR84R__Sleepboy - 2016 - Upcoming Ron English – “Guernica” @ Allouche Gallery.pdf,Completed,1,1,0,0,200,90,0.22,
JI2QNNYI__The Santa Fe New Mexican - 2005 - Art & Crimes of Ron English.pdf,JI2QNNYI__The Santa Fe New Mexican - 2005 - Art & Crimes of Ron English.pdf,Completed,1,1,0,0,200,90,0.24,
JIVBUNC6___.pdf,JIVBUNC6___.pdf,Completed,1,1,0,0,200,90,0.23,
JKA2N3VH__Man - 2017 - Interview Ron English on The Work From His New Show TOYBOX @ Corey Helford Gallery.pdf,JKA2N3VH__Man - 2017 - Interview Ron English on The Work From His New Show TOYBOX @ Corey Helford Gallery.pdf,Completed,5,5,0,0,200,90,1.34,
JL558PJQ__Knaebel - 2002 - AllMusic Review.pdf,JL558PJQ__Knaebel - 2002 - AllMusic Review.pdf,Completed,1,1,0,0,200,90,0.25,
JNPGSLH6__Corey K - 2011 - Ron English Seasons In Supurbia Exhibition @ Corey Helford Gallery.pdf,JNPGSLH6__Corey K - 2011 - Ron English Seasons In Supurbia Exhibition @ Corey Helford Gallery.pdf,Completed,2,2,0,0,200,90,0.51,
JPNS8KVI__Brooklyn Street Art - 2009 - Headbanger Logan Hicks Brings His Posse To Celebrate A Brand New Green Day.pdf,JPNS8KVI__Brooklyn Street Art - 2009 - Headbanger Logan Hicks Brings His Posse To Celebrate A Brand New Green Day.pdf,Completed,4,4,0,0,200,90,0.78,
JQ2B8ZPW__Frank - 2017 - New Ron English Exhibition At Opera Gallery Brings ‘Crucial Fiction’ To New York.pdf,JQ2B8ZPW__Frank - 2017 - New Ron English Exhibition At Opera Gallery Brings ‘Crucial Fiction’ To New York.pdf,Completed,2,2,0,0,200,90,0.52,
JRHKTBLT__Artista Day - 2010 - Ron English.pdf,JRHKTBLT__Artista Day - 2010 - Ron English.pdf,Completed,3,3,0,0,200,90,0.48,
"JRUQ3DRZ__Jack - 2019 - Ron English's 'The Rabbits' Concert in Beacon, NY.pdf","JRUQ3DRZ__Jack - 2019 - Ron English's 'The Rabbits' Concert in Beacon, NY.pdf",Completed,1,1,0,0,200,90,0.23,
JSWVT4BA__THINK Global School Proudly - 2011 - Mousemask Murphy - By Ron English- Analysis of Format Qualities.pdf,JSWVT4BA__THINK Global School Proudly - 2011 - Mousemask Murphy - By Ron English- Analysis of Format Qualities.pdf,Completed,5,5,0,0,200,90,3.19,
JU78YHG9__Mighty Jaxx - 2008 - Ron English.pdf,JU78YHG9__Mighty Jaxx - 2008 - Ron English.pdf,Completed,5,5,0,0,200,90,1.36,
JUXC6WBI__MF3Dmodels - 2013 - Ron English Portrait for FLUSH magazine.pdf,JUXC6WBI__MF3Dmodels - 2013 - Ron English Portrait for FLUSH magazine.pdf,Completed,2,2,0,0,200,90,0.59,
JVTUZGNJ__English - 1991 - The morning after.pdf,JVTUZGNJ__English - 1991 - The morning after.pdf,Completed,1,1,0,0,200,90,0.41,
JY2XUTQG__Absolut - 1992 - Absolut Ad.pdf,JY2XUTQG__Absolut - 1992 - Absolut Ad.pdf,Completed,1,1,0,0,200,90,0.9,
"JZH9P2MZ__Notable Life - 2011 - Chris Brown, FAME Ron English.pdf","JZH9P2MZ__Notable Life - 2011 - Chris Brown, FAME Ron English.pdf",Completed,1,1,0,0,200,90,0.28,
JZKSZ248___.pdf,JZKSZ248___.pdf,Completed,1,1,0,0,200,90,0.55,
JZL5YIJN__Art Newspaper - 2009 - US artists get Obamania.pdf,JZL5YIJN__Art Newspaper - 2009 - US artists get Obamania.pdf,Completed,1,1,0,0,200,90,0.47,
JZTRSD8C__Olivri - 2011 - Opera Gallery NYC South Park Art Show.pdf,JZTRSD8C__Olivri - 2011 - Opera Gallery NYC South Park Art Show.pdf,Completed,16,16,0,0,200,90,3.73,
K38WQHZJ__Smoke Muse - 2011 - That's My Boy.pdf,K38WQHZJ__Smoke Muse - 2011 - That's My Boy.pdf,Completed,1,1,0,0,200,90,0.21,
"K4L3AHEW__Lazrak - 2015 - Street Art NYC at Main Street at the Museum Mohamed VI with C215, Case Maclaim, Tilt, Ron English, Miss Van and Simo Mou.pdf","K4L3AHEW__Lazrak - 2015 - Street Art NYC at Main Street at the Museum Mohamed VI with C215, Case Maclaim, Tilt, Ron English, Miss Van and Simo Mou.pdf",Completed,5,5,0,0,200,90,1.3,
K6KFUKZN__Fox - 2012 - Chris Brown x Ron English DUM ENGLISH Launch Recap @ Cory Helford Gallery - Copy (2).pdf,K6KFUKZN__Fox - 2012 - Chris Brown x Ron English DUM ENGLISH Launch Recap @ Cory Helford Gallery - Copy (2).pdf,Completed,9,9,0,0,200,90,2.34,
K8HT76LY__Downtown - 1992 - Ron English y The Art Around To - About This Week'.pdf,K8HT76LY__Downtown - 1992 - Ron English y The Art Around To - About This Week'.pdf,Completed,2,2,0,0,200,90,1.02,
KAQ3T5RZ__Steve Lambert - 2016 - Capitalism At The Station Museum In Houston TX.pdf,KAQ3T5RZ__Steve Lambert - 2016 - Capitalism At The Station Museum In Houston TX.pdf,Completed,1,1,0,0,200,90,0.27,
KBBV8U39__Dallas Studio - 1983 - The circus 1983.pdf,KBBV8U39__Dallas Studio - 1983 - The circus 1983.pdf,Completed,7,7,0,0,200,90,7.27,
KBCNKLFW___.pdf,KBCNKLFW___.pdf,Completed,2,2,0,0,200,90,1.47,
KCEINNQ5__Bamberger - 2003 - Fifty24sf gallery ron english opening 12.05.03.pdf,KCEINNQ5__Bamberger - 2003 - Fifty24sf gallery ron english opening 12.05.03.pdf,Completed,7,7,0,0,200,90,1.05,
KDLKV7V6__Wide Walls - 2017 - Ron English - The Last Supper.pdf,KDLKV7V6__Wide Walls - 2017 - Ron English - The Last Supper.pdf,Completed,1,1,0,0,200,90,0.23,
KDQFAJI7__Dallas Studio - 1983 - The Circus Ron English - The Expression Magazine.pdf,KDQFAJI7__Dallas Studio - 1983 - The Circus Ron English - The Expression Magazine.pdf,Completed,5,5,0,0,200,90,2.03,
KE8UMXMP__TTC Beard - 2017 - New Collab between Mighty Jaxx & Jeff Staple & Ron English(2).pdf,KE8UMXMP__TTC Beard - 2017 - New Collab between Mighty Jaxx & Jeff Staple & Ron English(2).pdf,Completed,2,2,0,0,200,90,0.57,
KEUVGTXW__viewcomiconline y ReadFullComic - 2018 - Mad Magazine Issue 1  Read Mad Magazine Issue 1 c.pdf,KEUVGTXW__viewcomiconline y ReadFullComic - 2018 - Mad Magazine Issue 1  Read Mad Magazine Issue 1 c.pdf,Completed,50,50,0,0,200,90,20.36,
KH4BEFRJ__Rushmore - 2011 - Ron English at Lazarides Gallery.pdf,KH4BEFRJ__Rushmore - 2011 - Ron English at Lazarides Gallery.pdf,Completed,1,1,0,0,200,90,0.28,
KHD7SL9S__Kirkland - Unknown - The poster boy for subversion.pdf,KHD7SL9S__Kirkland - Unknown - The poster boy for subversion.pdf,Completed,1,1,0,0,200,90,0.53,
KHFJ6AM6___.pdf,KHFJ6AM6___.pdf,Completed,3,3,0,0,200,90,1.09,
"KI2B7KD6__Harris - 2014 - Popaganda! A Conversation With Ron English, The Godfather Of Street Art(2).pdf","KI2B7KD6__Harris - 2014 - Popaganda! A Conversation With Ron English, The Godfather Of Street Art(2).pdf",Completed,6,6,0,0,200,90,1.3,
KJT8L4DV__Lostin Asuper Market - 2010 - Ron English Gallery Opening In New York.pdf,KJT8L4DV__Lostin Asuper Market - 2010 - Ron English Gallery Opening In New York.pdf,Completed,1,1,0,0,200,90,0.29,
KK2KDRX3__ArtSpeak - 1989 - Art on the run.pdf,KK2KDRX3__ArtSpeak - 1989 - Art on the run.pdf,Completed,1,1,0,0,200,90,0.36,
KK7XJXD7__Citifiable - 2011 - South Park 15th Anniversary Art Exhibition curated by Ron.pdf,KK7XJXD7__Citifiable - 2011 - South Park 15th Anniversary Art Exhibition curated by Ron.pdf,Completed,1,1,0,0,200,90,0.24,
KKBBVNF5___.pdf,KKBBVNF5___.pdf,Completed,1,1,0,0,200,90,0.19,
KNM3F8M6__Heitzmann - 2019 - Allouche Gallery découverte d’une galerie à l’image de l’art moderne.pdf,KNM3F8M6__Heitzmann - 2019 - Allouche Gallery découverte d’une galerie à l’image de l’art moderne.pdf,Completed,3,3,0,0,200,90,0.79,
KPAW3KV8__1990 - Long Shot Vol 11.pdf,KPAW3KV8__1990 - Long Shot Vol 11.pdf,Completed,5,5,0,0,200,90,0.81,
KPCNTD9N__Wide Walls - 2016 - Guernicas.pdf,KPCNTD9N__Wide Walls - 2016 - Guernicas.pdf,Completed,1,1,0,0,200,90,0.21,
KQ6YFE5E___.pdf,KQ6YFE5E___.pdf,Completed,1,1,0,0,200,90,0.51,
KSRTXWNF___.pdf,KSRTXWNF___.pdf,Completed,3,3,0,0,200,90,2.44,
KTN3URUQ__Texans invade the Big Apple - 1986 - Lone Star Beat.pdf,KTN3URUQ__Texans invade the Big Apple - 1986 - Lone Star Beat.pdf,Completed,1,1,0,0,200,90,0.36,
KXCLARA5__Brooklyn Street Art - 2012 - “Making Faces” At Opera - A New York Party.pdf,KXCLARA5__Brooklyn Street Art - 2012 - “Making Faces” At Opera - A New York Party.pdf,Completed,2,2,0,0,200,90,0.34,
KY8N3LPW__jdfasho - 2021 - OG artist Ron English is going to explode on VeVe! It's already happening! Cereal Killers are HOT!.pdf,KY8N3LPW__jdfasho - 2021 - OG artist Ron English is going to explode on VeVe! It's already happening! Cereal Killers are HOT!.pdf,Completed,6,6,0,0,200,90,1.44,
KZBR2SL2__Complex - 2011 - Ron English English 101 at Post No Bills.pdf,KZBR2SL2__Complex - 2011 - Ron English English 101 at Post No Bills.pdf,Completed,1,1,0,0,200,90,0.22,
KZQ7BXPA__Beale - 2011 - Photos South Park 15th Anniversary Art Exhibition In New York City.pdf,KZQ7BXPA__Beale - 2011 - Photos South Park 15th Anniversary Art Exhibition In New York City.pdf,Completed,7,7,0,0,200,90,1.55,
L3D9MGNT___.pdf,L3D9MGNT___.pdf,Completed,1,1,0,0,200,90,0.21,
L5C96J92___.pdf,L5C96J92___.pdf,Completed,1,1,0,0,200,90,0.38,
L732HYBS__Courtesy STENDHAL Gallery - 1991 - Ron English.pdf,L732HYBS__Courtesy STENDHAL Gallery - 1991 - Ron English.pdf,Completed,1,1,0,0,200,90,0.33,
L7D662KV__Rushmore - 2012 - Ron English’s solo show “Crucial Fiction” opens on the 8th.pdf,L7D662KV__Rushmore - 2012 - Ron English’s solo show “Crucial Fiction” opens on the 8th.pdf,Completed,2,2,0,0,200,90,0.48,
L7TSQWJV__Apha Omega Arts - 2012 - Artist Ron English views Consumerism and Religion as the desire to dominate.pdf,L7TSQWJV__Apha Omega Arts - 2012 - Artist Ron English views Consumerism and Religion as the desire to dominate.pdf,Completed,1,1,0,0,200,90,0.24,
L8ARIFZQ__Glasstire - 2011 - Ron English You Are Not Here.pdf,L8ARIFZQ__Glasstire - 2011 - Ron English You Are Not Here.pdf,Completed,1,1,0,0,200,90,0.27,
L8AXJZTA___.pdf,L8AXJZTA___.pdf,Completed,1,1,0,0,200,90,0.71,
L8N9PVBL__The Highlands Current - 2020 - Wild Masks.pdf,L8N9PVBL__The Highlands Current - 2020 - Wild Masks.pdf,Completed,24,24,0,0,200,90,11.13,
L9FHX79A__The Monitor - 2011 - You are not here by Ron English.pdf,L9FHX79A__The Monitor - 2011 - You are not here by Ron English.pdf,Completed,1,1,0,0,200,90,0.24,
L9SJ9ZF5__Albrecht - 2013 - Ron English’s “Popagandastan”.pdf,L9SJ9ZF5__Albrecht - 2013 - Ron English’s “Popagandastan”.pdf,Completed,2,2,0,0,200,90,0.54,
LAN6UJI3__Japan blurb - Unknown - Revolovetion.pdf,LAN6UJI3__Japan blurb - Unknown - Revolovetion.pdf,Completed,1,1,0,0,200,90,0.21,
LF52TZHS__Cronin - 2017 - Down the Rabb (b) it Hole with Ron English.pdf,LF52TZHS__Cronin - 2017 - Down the Rabb (b) it Hole with Ron English.pdf,Completed,4,4,0,0,200,90,1.01,
LFLXW3GR___.pdf,LFLXW3GR___.pdf,Completed,1,1,0,0,200,90,0.26,
LHASUN8Z__25 Gramos - 2010 - X-RAY Guernica de Ron English.pdf,LHASUN8Z__25 Gramos - 2010 - X-RAY Guernica de Ron English.pdf,Completed,1,1,0,0,200,90,0.15,
LIGDUG25___.pdf,LIGDUG25___.pdf,Completed,11,11,0,0,200,90,4.99,
LJP26R34__Norval - 2018 - Ron English - Always on-Brand - Copy.pdf,LJP26R34__Norval - 2018 - Ron English - Always on-Brand - Copy.pdf,Completed,7,7,0,0,200,90,1.67,
LK6K7YM9__Diaz - 2018 - Collect For Cause.pdf,LK6K7YM9__Diaz - 2018 - Collect For Cause.pdf,Completed,4,4,0,0,200,90,1.25,
LR7DKDP4__jdfasho - 2021 - Ron English is exactly the type of artist we needed for the VeVe platform! His Cereal Killers Series.pdf,LR7DKDP4__jdfasho - 2021 - Ron English is exactly the type of artist we needed for the VeVe platform! His Cereal Killers Series.pdf,Completed,6,6,0,0,200,90,1.43,
LUI7VH9J__VAGA - 1995 - Ron English - The Reconstruction.pdf,LUI7VH9J__VAGA - 1995 - Ron English - The Reconstruction.pdf,Completed,1,1,0,0,200,90,0.21,
LW499VS4__Vandal artists.pdf,LW499VS4__Vandal artists.pdf,Completed,1,1,0,0,200,90,0.23,
LW8AM32D__BAC2013 (1).pdf,LW8AM32D__BAC2013 (1).pdf,Completed,128,128,0,0,200,90,28.41,
LWUXUPYB__Silverman - 2009 - Art is plain ‘English’.pdf,LWUXUPYB__Silverman - 2009 - Art is plain ‘English’.pdf,Completed,2,2,0,0,200,90,0.38,
LX2TCS4T___.pdf,LX2TCS4T___.pdf,Completed,1,1,0,0,200,90,0.27,
LYAFGAAN___.pdf,LYAFGAAN___.pdf,Completed,3,3,0,0,200,90,1.69,
M2ZGNVHH__Conde - 2016 - Ron English reinventa el Guernica de Picasso.pdf,M2ZGNVHH__Conde - 2016 - Ron English reinventa el Guernica de Picasso.pdf,Completed,1,1,0,0,200,90,0.28,
M95TEAQZ__Swigger - 2002 - Don't try this at home.pdf,M95TEAQZ__Swigger - 2002 - Don't try this at home.pdf,Completed,2,2,0,0,200,90,0.4,
M9DAG3GL___.pdf,M9DAG3GL___.pdf,Completed,2,2,0,0,200,90,1.07,
MBUFCHQT__Westall - 2009 - Ron English – A Solo Show Private View Thursday 7th May At Elms Lester Gallery.pdf,MBUFCHQT__Westall - 2009 - Ron English – A Solo Show Private View Thursday 7th May At Elms Lester Gallery.pdf,Completed,2,2,0,0,200,90,0.45,
MBUFMVI3___.pdf,MBUFMVI3___.pdf,Completed,1,1,0,0,200,90,0.2,
MEIC95JY__Anda - 2011 - New Pop Art by Ron English.pdf,MEIC95JY__Anda - 2011 - New Pop Art by Ron English.pdf,Completed,7,7,0,0,200,90,1.9,
"MG63LTES__Speegle - 2020 - Artists Like KAWS, Banksy, Damien Hirst, Ai Wei Wei, Ron English & More Are Making New Work in Quarantine.pdf","MG63LTES__Speegle - 2020 - Artists Like KAWS, Banksy, Damien Hirst, Ai Wei Wei, Ron English & More Are Making New Work in Quarantine.pdf",Completed,3,3,0,0,200,90,0.63,
